dataset,model,technique,accuracy,precision,recall,f1_score,parse_failure_rate,n_samples,timestamp
bbc_news,gemma3:12b,few_shot_5,0.95,0.9521696784756919,0.9448041648421155,0.9464717728235483,0.0,300,2025-12-03T19:33:08.261013
bbc_news,gemma3:12b,chain_of_thought,0.58,0.7848538011695906,0.5493698257270966,0.5405338582455788,0.0033333333333333335,300,2025-12-03T19:41:35.542741
bbc_news,gemma3:12b,zero_shot_enriched,0.9366666666666666,0.9482739463601533,0.9289690069576217,0.9338349291541507,0.0,300,2025-12-03T19:43:14.993578
bbc_news,gemma3:12b,few_shot_3_enriched,0.9233333333333333,0.9260704417147249,0.9151209069235634,0.9158383556883789,0.0,300,2025-12-03T19:44:59.007471
bbc_news,gemma3:12b,few_shot_5_enriched,0.9533333333333334,0.9549661807437794,0.9495703790200943,0.9508022440367337,0.0,300,2025-12-03T19:46:44.282221
bbc_news,gemma3:12b,chain_of_thought_enriched,0.8333333333333334,0.8688863806004115,0.8158715735271846,0.8187701013764844,0.0,300,2025-12-03T19:55:17.378955
bbc_news,llama3.2:1b,zero_shot,0.59,0.8437128796877651,0.5657592085868004,0.5413956946464686,0.02666666666666667,300,2025-12-03T19:56:04.373154
bbc_news,llama3.2:1b,few_shot_3,0.5,0.79237220413691,0.49553989925051206,0.455485460765863,0.006666666666666667,300,2025-12-03T19:56:52.342565
bbc_news,llama3.2:1b,few_shot_5,0.25666666666666665,0.3839833875045143,0.23870967741935484,0.3462464183381089,0.0033333333333333335,300,2025-12-03T19:57:47.315845
bbc_news,llama3.2:1b,chain_of_thought,0.51,0.7379601475059843,0.46989981929234137,0.42444078373912814,0.0,300,2025-12-03T19:58:59.839578
bbc_news,llama3.2:1b,zero_shot_enriched,0.2833333333333333,0.6813636363636364,0.2876621417797888,0.26266355488372384,0.0,300,2025-12-03T19:59:44.413311
bbc_news,llama3.2:1b,few_shot_3_enriched,0.32,0.31316666666666665,0.3002977667493797,0.5,0.0,300,2025-12-03T20:00:39.521174
bbc_news,llama3.2:1b,few_shot_5_enriched,0.31666666666666665,0.39082190253150445,0.2986123680241327,0.3429395247272717,0.0,300,2025-12-03T20:01:36.736168
bbc_news,llama3.2:1b,chain_of_thought_enriched,0.6233333333333333,0.7300857863067165,0.6074454707616105,0.6098166187139473,0.006666666666666667,300,2025-12-03T20:04:11.465134
bbc_news,gpt-oss:20b,zero_shot,0.8533333333333334,0.9709437621202326,0.8406675424512237,0.8891342383107089,0.12,300,2025-12-03T20:08:17.276893
bbc_news,gpt-oss:20b,few_shot_3,0.86,0.9705389848246991,0.8493553252566535,0.8981596831352929,0.11333333333333333,300,2025-12-03T20:11:55.138571
bbc_news,gpt-oss:20b,few_shot_5,0.8833333333333333,0.9676841676841678,0.8751170145477547,0.9131976829566778,0.08666666666666667,300,2025-12-03T20:15:37.276736
bbc_news,gpt-oss:20b,chain_of_thought,0.8233333333333334,0.9668934240362812,0.8069138325305308,0.8630373678025853,0.14666666666666667,300,2025-12-03T20:19:38.178031
bbc_news,gpt-oss:20b,zero_shot_enriched,0.8433333333333334,0.9632010353753235,0.8276115408942732,0.8785364353537084,0.12333333333333334,300,2025-12-03T20:23:24.810639
bbc_news,gpt-oss:20b,few_shot_3_enriched,0.8866666666666667,0.9656922837357946,0.8769026419500803,0.9138258988315971,0.08333333333333333,300,2025-12-03T20:26:58.764919
bbc_news,gpt-oss:20b,few_shot_5_enriched,0.8833333333333333,0.9599087921420922,0.876359655524741,0.9140061364660295,0.08333333333333333,300,2025-12-03T20:30:33.423248
bbc_news,gpt-oss:20b,chain_of_thought_enriched,0.84,0.9704169322963152,0.823838855641512,0.8794812968873493,0.13333333333333333,300,2025-12-03T20:34:34.921261
